step 0: train loss 10.9873, val loss 10.9915
iter 1020: loss 6.7410, time 647.24ms, mfu 3.98%
iter 1030: loss 6.8886, time 647.52ms, mfu 4.02%
iter 1040: loss 6.3854, time 646.57ms, mfu 4.05%
iter 1050: loss 6.4597, time 649.90ms, mfu 4.08%
iter 1060: loss 6.0617, time 647.75ms, mfu 4.10%
iter 1070: loss 6.2369, time 648.06ms, mfu 4.12%
iter 1080: loss 6.3599, time 647.74ms, mfu 4.15%
iter 1090: loss 6.5611, time 649.31ms, mfu 4.16%
iter 1100: loss 6.3354, time 648.58ms, mfu 4.18%
iter 1110: loss 6.4415, time 649.11ms, mfu 4.19%
iter 1120: loss 6.3843, time 648.19ms, mfu 4.21%
iter 1130: loss 6.6273, time 650.53ms, mfu 4.22%
iter 1140: loss 6.9043, time 648.19ms, mfu 4.23%
iter 1150: loss 6.3635, time 648.95ms, mfu 4.24%
iter 1160: loss 6.6732, time 648.69ms, mfu 4.25%
iter 1170: loss 6.6851, time 649.05ms, mfu 4.25%
iter 1180: loss 6.1933, time 647.89ms, mfu 4.26%
iter 1190: loss 6.4778, time 800.55ms, mfu 4.19%
iter 1200: loss 6.7215, time 648.15ms, mfu 4.20%
iter 1210: loss 6.4299, time 650.69ms, mfu 4.21%
iter 1220: loss 6.4423, time 648.29ms, mfu 4.22%
iter 1230: loss 6.2240, time 648.07ms, mfu 4.23%
iter 1240: loss 6.4634, time 650.05ms, mfu 4.24%
iter 1250: loss 6.2715, time 651.31ms, mfu 4.25%
iter 1260: loss 6.5402, time 650.23ms, mfu 4.25%
iter 1270: loss 6.0766, time 649.72ms, mfu 4.26%
iter 1280: loss 6.2958, time 648.96ms, mfu 4.27%
iter 1290: loss 6.4868, time 649.43ms, mfu 4.27%
iter 1300: loss 6.3770, time 650.68ms, mfu 4.28%
iter 1310: loss 6.0530, time 650.80ms, mfu 4.28%
iter 1320: loss 6.4780, time 649.54ms, mfu 4.28%
iter 1330: loss 6.2107, time 650.89ms, mfu 4.29%
iter 1340: loss 5.8675, time 649.31ms, mfu 4.29%
iter 1350: loss 5.9808, time 649.45ms, mfu 4.29%
iter 1360: loss 6.5222, time 649.15ms, mfu 4.30%
iter 1370: loss 6.7116, time 649.63ms, mfu 4.30%
iter 1380: loss 5.9701, time 648.76ms, mfu 4.30%
iter 1390: loss 6.2787, time 648.11ms, mfu 4.30%
iter 1400: loss 6.2585, time 650.22ms, mfu 4.30%
iter 1410: loss 6.1268, time 650.04ms, mfu 4.31%
iter 1420: loss 5.7578, time 649.56ms, mfu 4.31%
iter 1430: loss 6.7219, time 650.06ms, mfu 4.31%
iter 1440: loss 6.3387, time 648.07ms, mfu 4.31%
iter 1450: loss 6.9323, time 648.23ms, mfu 4.31%
iter 1460: loss 6.3196, time 651.04ms, mfu 4.31%
iter 1470: loss 6.4656, time 649.60ms, mfu 4.31%
iter 1480: loss 6.8704, time 650.40ms, mfu 4.31%
iter 1490: loss 6.1478, time 649.37ms, mfu 4.31%
step 1500: train loss 6.2965, val loss 6.3310
saving checkpoint to out
iter 1500: loss 6.2159, time 17404.84ms, mfu 3.90%
iter 1510: loss 6.2911, time 646.71ms, mfu 3.94%
iter 1520: loss 6.4449, time 648.47ms, mfu 3.98%
iter 1530: loss 6.2664, time 647.04ms, mfu 4.02%
iter 1540: loss 6.5599, time 651.55ms, mfu 4.04%
iter 1550: loss 5.9247, time 650.50ms, mfu 4.07%
iter 1560: loss 6.1357, time 649.32ms, mfu 4.10%
iter 1570: loss 7.0821, time 649.12ms, mfu 4.12%
iter 1580: loss 6.2978, time 647.53ms, mfu 4.14%
iter 1590: loss 6.0301, time 647.99ms, mfu 4.16%
iter 1600: loss 6.2247, time 648.72ms, mfu 4.18%
iter 1610: loss 6.1353, time 648.64ms, mfu 4.19%
iter 1620: loss 6.0431, time 647.70ms, mfu 4.20%
iter 1630: loss 5.9165, time 649.59ms, mfu 4.22%
iter 1640: loss 6.2349, time 648.12ms, mfu 4.23%
iter 1650: loss 6.2322, time 651.31ms, mfu 4.24%
iter 1660: loss 6.2500, time 647.66ms, mfu 4.25%
iter 1670: loss 5.9312, time 647.55ms, mfu 4.25%
iter 1680: loss 6.5233, time 649.15ms, mfu 4.26%
iter 1690: loss 6.5630, time 649.97ms, mfu 4.27%
iter 1700: loss 6.3008, time 647.92ms, mfu 4.27%
iter 1710: loss 6.4402, time 647.57ms, mfu 4.28%
iter 1720: loss 6.4243, time 649.67ms, mfu 4.28%
iter 1730: loss 6.2681, time 648.58ms, mfu 4.29%
iter 1740: loss 6.6960, time 649.57ms, mfu 4.29%
iter 1750: loss 6.6392, time 647.74ms, mfu 4.29%
iter 1760: loss 6.0525, time 647.66ms, mfu 4.30%
iter 1770: loss 6.3733, time 648.88ms, mfu 4.30%
iter 1780: loss 6.1930, time 651.36ms, mfu 4.30%
iter 1790: loss 5.7377, time 649.21ms, mfu 4.30%
iter 1800: loss 6.2390, time 649.74ms, mfu 4.30%
iter 1810: loss 6.2866, time 649.72ms, mfu 4.31%
iter 1820: loss 6.1625, time 651.19ms, mfu 4.31%
iter 1830: loss 5.8814, time 649.62ms, mfu 4.31%
iter 1840: loss 6.1658, time 650.33ms, mfu 4.31%
iter 1850: loss 6.0735, time 653.25ms, mfu 4.31%
iter 1860: loss 6.0597, time 648.71ms, mfu 4.31%
iter 1870: loss 6.5476, time 649.89ms, mfu 4.31%
iter 1880: loss 6.2271, time 648.91ms, mfu 4.31%
iter 1890: loss 6.4969, time 648.64ms, mfu 4.31%
iter 1900: loss 6.1774, time 648.94ms, mfu 4.31%
iter 1910: loss 6.0033, time 649.80ms, mfu 4.31%
iter 1920: loss 5.5664, time 649.45ms, mfu 4.31%
iter 1930: loss 5.9904, time 649.72ms, mfu 4.31%
iter 1940: loss 6.0095, time 651.00ms, mfu 4.31%
iter 1950: loss 6.2459, time 649.53ms, mfu 4.31%
iter 1960: loss 5.9346, time 649.35ms, mfu 4.32%
iter 1970: loss 6.2577, time 649.99ms, mfu 4.32%
iter 1980: loss 6.7382, time 649.47ms, mfu 4.32%
iter 1990: loss 5.9128, time 648.50ms, mfu 4.32%
step 2000: train loss 6.1535, val loss 6.1591
saving checkpoint to out
iter 2000: loss 6.5309, time 17319.82ms, mfu 3.90%
iter 2010: loss 5.8494, time 647.01ms, mfu 3.94%
iter 2020: loss 6.5681, time 648.24ms, mfu 3.98%
iter 2030: loss 6.0380, time 647.03ms, mfu 4.02%
iter 2040: loss 5.7855, time 648.20ms, mfu 4.05%
iter 2050: loss 6.1804, time 647.04ms, mfu 4.08%
iter 2060: loss 5.9658, time 647.25ms, mfu 4.10%
iter 2070: loss 6.5415, time 648.03ms, mfu 4.13%
iter 2080: loss 6.4245, time 649.68ms, mfu 4.15%
iter 2090: loss 5.8969, time 650.37ms, mfu 4.16%
iter 2100: loss 6.0297, time 648.07ms, mfu 4.18%
iter 2110: loss 5.8635, time 650.90ms, mfu 4.19%
iter 2120: loss 6.0896, time 650.03ms, mfu 4.20%
iter 2130: loss 6.3966, time 653.26ms, mfu 4.21%
iter 2140: loss 6.1242, time 647.95ms, mfu 4.22%
iter 2150: loss 6.5745, time 649.16ms, mfu 4.23%
iter 2160: loss 5.8503, time 650.07ms, mfu 4.24%
iter 2170: loss 6.1640, time 650.26ms, mfu 4.25%
iter 2180: loss 6.0876, time 647.83ms, mfu 4.26%
iter 2190: loss 6.4478, time 650.49ms, mfu 4.26%
iter 2200: loss 6.1371, time 647.91ms, mfu 4.27%
iter 2210: loss 6.1206, time 647.54ms, mfu 4.28%
iter 2220: loss 6.1755, time 650.15ms, mfu 4.28%
iter 2230: loss 5.9985, time 650.96ms, mfu 4.28%
iter 2240: loss 6.1619, time 649.03ms, mfu 4.29%
iter 2250: loss 5.7740, time 647.83ms, mfu 4.29%
iter 2260: loss 6.2779, time 647.95ms, mfu 4.30%
iter 2270: loss 5.6428, time 650.46ms, mfu 4.30%
iter 2280: loss 5.9341, time 648.79ms, mfu 4.30%
iter 2290: loss 6.4365, time 650.69ms, mfu 4.30%
iter 2300: loss 5.8532, time 648.08ms, mfu 4.30%
iter 2310: loss 6.1156, time 650.39ms, mfu 4.30%
iter 2320: loss 6.4321, time 650.35ms, mfu 4.31%
iter 2330: loss 5.8876, time 648.39ms, mfu 4.31%
iter 2340: loss 6.6976, time 649.33ms, mfu 4.31%
iter 2350: loss 6.0262, time 650.21ms, mfu 4.31%
iter 2360: loss 6.6768, time 649.46ms, mfu 4.31%
iter 2370: loss 6.0806, time 647.62ms, mfu 4.31%
iter 2380: loss 6.2721, time 649.13ms, mfu 4.31%
iter 2390: loss 5.9502, time 649.20ms, mfu 4.31%
iter 2400: loss 6.0779, time 649.92ms, mfu 4.31%
iter 2410: loss 6.0040, time 649.81ms, mfu 4.31%
iter 2420: loss 6.3298, time 649.82ms, mfu 4.32%
iter 2430: loss 5.8008, time 650.53ms, mfu 4.31%
iter 2440: loss 6.8412, time 649.05ms, mfu 4.32%
iter 2450: loss 5.7931, time 650.18ms, mfu 4.32%
iter 2460: loss 5.1458, time 648.90ms, mfu 4.32%
iter 2470: loss 5.8808, time 650.84ms, mfu 4.32%
iter 2480: loss 6.5632, time 650.04ms, mfu 4.32%
iter 2490: loss 5.7727, time 651.43ms, mfu 4.31%
step 2500: train loss 6.0675, val loss 6.1111
saving checkpoint to out
iter 2500: loss 6.2486, time 17348.00ms, mfu 3.90%
iter 2510: loss 5.9910, time 647.12ms, mfu 3.94%
iter 2520: loss 6.0811, time 649.69ms, mfu 3.98%
iter 2530: loss 5.8193, time 647.43ms, mfu 4.02%
iter 2540: loss 6.5619, time 651.14ms, mfu 4.05%
iter 2550: loss 5.8912, time 649.21ms, mfu 4.07%
iter 2560: loss 6.1024, time 648.61ms, mfu 4.10%
iter 2570: loss 6.2436, time 649.14ms, mfu 4.12%
iter 2580: loss 6.2066, time 648.33ms, mfu 4.14%
iter 2590: loss 6.1777, time 648.72ms, mfu 4.16%
iter 2600: loss 5.2514, time 649.83ms, mfu 4.18%
iter 2610: loss 5.9691, time 648.41ms, mfu 4.19%
iter 2620: loss 6.7272, time 648.07ms, mfu 4.20%
iter 2630: loss 6.3935, time 649.87ms, mfu 4.22%
iter 2640: loss 5.5716, time 648.76ms, mfu 4.23%
iter 2650: loss 5.6677, time 649.31ms, mfu 4.24%
iter 2660: loss 6.2191, time 648.76ms, mfu 4.24%
iter 2670: loss 6.0433, time 648.31ms, mfu 4.25%
iter 2680: loss 6.0482, time 649.34ms, mfu 4.26%
iter 2690: loss 6.2066, time 649.32ms, mfu 4.27%
iter 2700: loss 6.2217, time 650.73ms, mfu 4.27%
iter 2710: loss 6.3966, time 648.43ms, mfu 4.28%
iter 2720: loss 6.2346, time 649.59ms, mfu 4.28%
iter 2730: loss 5.8476, time 648.42ms, mfu 4.28%
iter 2740: loss 6.0924, time 649.17ms, mfu 4.29%
iter 2750: loss 6.3879, time 650.63ms, mfu 4.29%
iter 2760: loss 5.7812, time 648.83ms, mfu 4.29%
iter 2770: loss 5.8727, time 648.86ms, mfu 4.30%
iter 2780: loss 5.8891, time 650.13ms, mfu 4.30%
iter 2790: loss 5.4795, time 648.22ms, mfu 4.30%
iter 2800: loss 6.1148, time 647.74ms, mfu 4.30%
iter 2810: loss 6.2276, time 649.06ms, mfu 4.31%
iter 2820: loss 6.5462, time 648.05ms, mfu 4.31%
iter 2830: loss 6.0607, time 649.79ms, mfu 4.31%
iter 2840: loss 5.5747, time 648.71ms, mfu 4.31%
iter 2850: loss 5.7773, time 648.95ms, mfu 4.31%
iter 2860: loss 5.7888, time 647.65ms, mfu 4.31%
iter 2870: loss 5.6838, time 647.95ms, mfu 4.32%
iter 2880: loss 5.6882, time 648.05ms, mfu 4.32%
iter 2890: loss 5.9733, time 651.19ms, mfu 4.32%
iter 2900: loss 5.9801, time 648.67ms, mfu 4.32%
iter 2910: loss 6.2320, time 648.23ms, mfu 4.32%
iter 2920: loss 5.9472, time 650.21ms, mfu 4.32%
iter 2930: loss 6.0803, time 648.52ms, mfu 4.32%
iter 2940: loss 5.9167, time 647.97ms, mfu 4.32%
iter 2950: loss 5.4054, time 649.43ms, mfu 4.32%
iter 2960: loss 5.4543, time 647.59ms, mfu 4.32%
iter 2970: loss 5.8773, time 647.99ms, mfu 4.32%
iter 2980: loss 6.0550, time 649.68ms, mfu 4.32%
iter 2990: loss 6.1108, time 648.85ms, mfu 4.32%
step 3000: train loss 6.0307, val loss 6.0580
saving checkpoint to out
iter 3000: loss 6.3129, time 17341.92ms, mfu 3.91%
iter 3010: loss 6.4254, time 646.00ms, mfu 3.95%
iter 3020: loss 5.9700, time 648.17ms, mfu 3.99%
iter 3030: loss 6.0088, time 648.11ms, mfu 4.02%
iter 3040: loss 6.1611, time 648.00ms, mfu 4.05%
iter 3050: loss 6.2158, time 648.52ms, mfu 4.08%
iter 3060: loss 6.2775, time 648.86ms, mfu 4.10%
iter 3070: loss 6.1118, time 650.33ms, mfu 4.12%
iter 3080: loss 6.7468, time 647.97ms, mfu 4.15%
iter 3090: loss 5.8069, time 648.68ms, mfu 4.16%
iter 3100: loss 5.8141, time 648.57ms, mfu 4.18%
iter 3110: loss 5.8517, time 650.61ms, mfu 4.19%
iter 3120: loss 5.6282, time 647.71ms, mfu 4.21%
iter 3130: loss 5.8283, time 648.37ms, mfu 4.22%
iter 3140: loss 6.1648, time 648.86ms, mfu 4.23%
iter 3150: loss 6.2999, time 647.44ms, mfu 4.24%
iter 3160: loss 6.0448, time 649.17ms, mfu 4.25%
iter 3170: loss 6.3141, time 647.81ms, mfu 4.26%
iter 3180: loss 5.8931, time 648.63ms, mfu 4.26%
iter 3190: loss 6.1824, time 648.54ms, mfu 4.27%
iter 3200: loss 6.0301, time 647.86ms, mfu 4.28%
iter 3210: loss 5.7919, time 649.54ms, mfu 4.28%
iter 3220: loss 5.9374, time 1020.41ms, mfu 4.13%
iter 3230: loss 6.0138, time 648.16ms, mfu 4.15%
iter 3240: loss 5.6186, time 647.50ms, mfu 4.17%
iter 3250: loss 6.1067, time 649.14ms, mfu 4.18%
iter 3260: loss 6.4385, time 650.99ms, mfu 4.19%
iter 3270: loss 6.0945, time 649.82ms, mfu 4.21%
iter 3280: loss 6.1607, time 648.09ms, mfu 4.22%
iter 3290: loss 5.8190, time 650.59ms, mfu 4.23%
iter 3300: loss 5.6624, time 649.02ms, mfu 4.24%
iter 3310: loss 5.9797, time 649.58ms, mfu 4.25%
iter 3320: loss 6.2976, time 650.15ms, mfu 4.25%
iter 3330: loss 5.8526, time 648.55ms, mfu 4.26%
iter 3340: loss 5.8063, time 650.13ms, mfu 4.27%
iter 3350: loss 6.3715, time 650.17ms, mfu 4.27%
iter 3360: loss 5.7657, time 647.57ms, mfu 4.28%
iter 3370: loss 6.6807, time 650.21ms, mfu 4.28%
iter 3380: loss 6.8212, time 1022.43ms, mfu 4.13%
iter 3390: loss 5.8305, time 649.24ms, mfu 4.15%
iter 3400: loss 6.1527, time 648.33ms, mfu 4.16%
iter 3410: loss 5.9995, time 650.25ms, mfu 4.18%
iter 3420: loss 6.0417, time 648.19ms, mfu 4.19%
iter 3430: loss 6.7199, time 649.75ms, mfu 4.21%
iter 3440: loss 5.6759, time 649.27ms, mfu 4.22%
iter 3450: loss 6.0991, time 650.23ms, mfu 4.23%
iter 3460: loss 5.6188, time 648.61ms, mfu 4.24%
iter 3470: loss 5.7775, time 650.65ms, mfu 4.24%
iter 3480: loss 6.5383, time 648.09ms, mfu 4.25%
iter 3490: loss 6.2430, time 648.80ms, mfu 4.26%
step 3500: train loss 5.9597, val loss 6.0153
saving checkpoint to out
iter 3500: loss 6.0421, time 17380.49ms, mfu 3.85%
iter 3510: loss 6.0013, time 645.98ms, mfu 3.90%
iter 3520: loss 5.5872, time 647.22ms, mfu 3.94%
iter 3530: loss 6.0067, time 649.16ms, mfu 3.98%
iter 3540: loss 6.1757, time 649.86ms, mfu 4.01%
iter 3550: loss 6.1364, time 648.16ms, mfu 4.05%
iter 3560: loss 6.0282, time 649.23ms, mfu 4.07%
iter 3570: loss 5.9987, time 651.59ms, mfu 4.10%
iter 3580: loss 6.1003, time 647.48ms, mfu 4.12%
iter 3590: loss 6.4813, time 648.32ms, mfu 4.14%
iter 3600: loss 5.7948, time 647.77ms, mfu 4.16%
iter 3610: loss 5.9806, time 648.71ms, mfu 4.18%
iter 3620: loss 6.0093, time 649.35ms, mfu 4.19%
iter 3630: loss 5.2026, time 649.21ms, mfu 4.20%
iter 3640: loss 6.4692, time 651.24ms, mfu 4.21%
iter 3650: loss 5.8486, time 649.08ms, mfu 4.23%
iter 3660: loss 6.3448, time 650.35ms, mfu 4.23%
iter 3670: loss 5.7134, time 650.66ms, mfu 4.24%
iter 3680: loss 5.6983, time 646.42ms, mfu 4.25%
iter 3690: loss 6.5097, time 649.86ms, mfu 4.26%
iter 3700: loss 5.7320, time 647.67ms, mfu 4.27%
iter 3710: loss 6.1402, time 649.29ms, mfu 4.27%
iter 3720: loss 6.1326, time 647.98ms, mfu 4.28%
iter 3730: loss 5.8387, time 648.68ms, mfu 4.28%
iter 3740: loss 5.5819, time 647.48ms, mfu 4.29%
iter 3750: loss 5.3743, time 647.95ms, mfu 4.29%
iter 3760: loss 6.2138, time 650.46ms, mfu 4.29%
iter 3770: loss 5.9029, time 649.06ms, mfu 4.30%
iter 3780: loss 6.0149, time 650.12ms, mfu 4.30%
iter 3790: loss 5.7094, time 648.43ms, mfu 4.30%
iter 3800: loss 6.0846, time 647.66ms, mfu 4.30%
iter 3810: loss 7.1972, time 648.50ms, mfu 4.31%
iter 3820: loss 6.0457, time 647.95ms, mfu 4.31%
iter 3830: loss 5.6796, time 650.16ms, mfu 4.31%
iter 3840: loss 5.9600, time 648.31ms, mfu 4.31%
iter 3850: loss 6.2937, time 650.51ms, mfu 4.31%
iter 3860: loss 5.6705, time 648.32ms, mfu 4.31%
iter 3870: loss 5.7817, time 649.89ms, mfu 4.31%
iter 3880: loss 5.9339, time 648.42ms, mfu 4.31%
iter 3890: loss 5.9506, time 650.86ms, mfu 4.31%
iter 3900: loss 6.1113, time 649.71ms, mfu 4.31%
iter 3910: loss 6.3713, time 649.47ms, mfu 4.31%
iter 3920: loss 5.9479, time 649.74ms, mfu 4.32%
iter 3930: loss 6.1947, time 649.44ms, mfu 4.32%
iter 3940: loss 6.5758, time 650.07ms, mfu 4.32%
iter 3950: loss 5.9223, time 648.47ms, mfu 4.32%
iter 3960: loss 6.0464, time 648.12ms, mfu 4.32%
iter 3970: loss 5.6251, time 647.85ms, mfu 4.32%
iter 3980: loss 5.8551, time 648.51ms, mfu 4.32%
iter 3990: loss 6.1710, time 648.53ms, mfu 4.32%
step 4000: train loss 5.9478, val loss 5.9866
saving checkpoint to out
iter 4000: loss 5.7660, time 17306.38ms, mfu 3.90%
iter 4010: loss 6.2105, time 649.51ms, mfu 3.95%
iter 4020: loss 5.7535, time 648.42ms, mfu 3.98%
iter 4030: loss 6.1283, time 646.93ms, mfu 4.02%
iter 4040: loss 6.0366, time 648.68ms, mfu 4.05%
iter 4050: loss 5.9686, time 652.28ms, mfu 4.07%
iter 4060: loss 6.0522, time 647.60ms, mfu 4.10%
iter 4070: loss 5.7164, time 649.65ms, mfu 4.12%
iter 4080: loss 6.3081, time 651.67ms, mfu 4.14%
iter 4090: loss 6.3912, time 648.79ms, mfu 4.16%
iter 4100: loss 5.7028, time 647.95ms, mfu 4.18%
iter 4110: loss 6.1422, time 650.32ms, mfu 4.19%
iter 4120: loss 6.8309, time 649.86ms, mfu 4.20%
iter 4130: loss 6.0010, time 648.04ms, mfu 4.22%
iter 4140: loss 5.8158, time 650.91ms, mfu 4.22%
iter 4150: loss 6.0748, time 649.67ms, mfu 4.23%
iter 4160: loss 5.8498, time 650.84ms, mfu 4.24%
iter 4170: loss 6.2724, time 649.49ms, mfu 4.25%
iter 4180: loss 6.2964, time 650.09ms, mfu 4.26%
iter 4190: loss 5.7137, time 650.05ms, mfu 4.26%
iter 4200: loss 6.1641, time 648.09ms, mfu 4.27%
iter 4210: loss 6.0841, time 649.38ms, mfu 4.27%
iter 4220: loss 5.4139, time 650.62ms, mfu 4.28%
iter 4230: loss 6.1414, time 650.14ms, mfu 4.28%
iter 4240: loss 5.8713, time 648.88ms, mfu 4.29%
iter 4250: loss 6.1931, time 648.30ms, mfu 4.29%
iter 4260: loss 5.7533, time 648.79ms, mfu 4.29%
iter 4270: loss 5.6368, time 648.28ms, mfu 4.30%
iter 4280: loss 5.9076, time 648.04ms, mfu 4.30%
iter 4290: loss 5.7825, time 651.02ms, mfu 4.30%
iter 4300: loss 5.6806, time 648.40ms, mfu 4.30%
iter 4310: loss 6.1684, time 649.65ms, mfu 4.30%
iter 4320: loss 6.1188, time 648.87ms, mfu 4.31%
iter 4330: loss 5.8425, time 649.37ms, mfu 4.31%
iter 4340: loss 5.7559, time 648.05ms, mfu 4.31%
iter 4350: loss 6.3169, time 649.93ms, mfu 4.31%
